route,location,url,avg_stars,route_type,rating,pitches,length,area_latitude,area_longitude,climbing_rating_complete,protection
[Getting] Down On It,Cenotaph Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/113833341/getting-down-on-it,2.0,Sport,5.11b/c PG13,1.0,40.0,39.9778,-105.4601,11.25,PG13
Phantasm,Cenotaph Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105840808/phantasm,2.0,"Trad, Sport, TR",5.11b/c,1.0,35.0,39.9778,-105.4601,11.25,G
Knappweed Herbacide,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105752116/knappweed-herbacide,1.6,Sport,5.10b,1.0,,39.9937,-105.41847,10.2,G
Road To Emmaus,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106226356/road-to-emmaus,2.5,Sport,5.11a/b,2.0,100.0,39.9937,-105.41847,11.15,G
New Road,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106226364/new-road,2.5,Sport,5.11a/b,1.0,100.0,39.9937,-105.41847,11.15,G
Willard,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105752074/willard,1.7,Sport,5.11c,1.0,,39.9937,-105.41847,11.3,G
The Riddler,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757507/the-riddler,2.4,Sport,5.11c,1.0,50.0,39.9937,-105.41847,11.3,G
Mr. Two-Face,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757516/mr-two-face,2.6,Sport,5.11c,1.0,60.0,39.9937,-105.41847,11.3,G
The Joker,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748436/the-joker,2.0,Sport,5.11c,1.0,,39.9937,-105.41847,11.3,G
New Test Of Men,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106226347/new-test-of-men,2.1,Sport,5.11+,2.0,100.0,39.9937,-105.41847,11.35,G
Elanor,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105756691/elanor,3.1,Sport,5.11d,1.0,,39.9937,-105.41847,11.4,G
Dark Knight,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105763143/dark-knight,2.1,Sport,5.11d,1.0,50.0,39.9937,-105.41847,11.4,G
Empire of the Fenceless,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105756790/empire-of-the-fenceless,3.5,Sport,5.12a,1.0,,39.9937,-105.41847,12.1,G
White Men Can't Jump,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105752077/white-men-cant-jump,1.6,Sport,5.12a/b,1.0,,39.9937,-105.41847,12.15,G
Sad Batman,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/116993631/sad-batman,2.7,Sport,5.12b,1.0,65.0,39.9937,-105.41847,12.2,G
Barbarians,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105749692/barbarians,2.5,Sport,5.12b,1.0,,39.9937,-105.41847,12.2,G
Tell-Tale Heart,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748424/tell-tale-heart,3.5,Sport,5.12b,1.0,,39.9937,-105.41847,12.2,G
Trustafarian Panhandler,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/112186142/trustafarian-panhandler,3.4,Sport,5.12,2.0,100.0,39.9937,-105.41847,12.0,G
The Penguin,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764214/the-penguin,2.0,Sport,5.12b/c,1.0,50.0,39.9937,-105.41847,12.25,G
Egg,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105832232/egg,2.6,Sport,5.12c,1.0,45.0,39.9937,-105.41847,12.3,G
Surrounded By Reality,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757576/surrounded-by-reality,1.8,Sport,5.12c,1.0,100.0,39.9937,-105.41847,12.3,G
Furthermore,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/116993929/furthermore,2.0,Sport,5.12+,1.0,80.0,39.9937,-105.41847,12.35,G
Pterodactyl Traverse,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105756994/pterodactyl-traverse,1.6,Sport,5.12d,1.0,50.0,39.9937,-105.41847,12.4,G
Evermore,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757048/evermore,3.0,Sport,5.12d,1.0,50.0,39.9937,-105.41847,12.4,G
Chickenshit Armchair Environmentalist,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757894/chickenshit-armchair-environmentalist,2.3,Sport,5.12d,1.0,110.0,39.9937,-105.41847,12.4,G
Catwoman,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105750772/catwoman,1.9,Sport,5.12d,1.0,,39.9937,-105.41847,12.4,G
The Flying Beast,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105750778/the-flying-beast,3.3,Sport,5.12d,1.0,,39.9937,-105.41847,12.4,G
Nevermore,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757513/nevermore,3.5,Sport,5.13a,1.0,50.0,39.9937,-105.41847,13.1,G
Knappweed Herbicide (Part II),Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/117096065/knappweed-herbicide-part-ii,2.0,Sport,5.13a,1.0,80.0,39.9937,-105.41847,13.1,G
Dynamic Duel,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105750775/dynamic-duel,1.7,Sport,5.13-,1.0,,39.9937,-105.41847,13.15,G
Can't Please Everyone,Garden Party Wall > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106193454/cant-please-everyone,1.8,Sport,5.11-,1.0,51.0,40.0013,-105.3968,11.15,G
Topiary,Garden Party Wall > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106193616/topiary,2.7,Sport,5.11d,1.0,53.0,40.0013,-105.3968,11.4,G
The Illusionist,Garden Party Wall > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106210104/the-illusionist,2.2,Sport,5.12a,1.0,66.0,40.0013,-105.3968,12.1,G
Sufferin' Succotash,The Wall of Voodoo > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105756955/sufferin-succotash,1.5,Sport,5.11d,1.0,50.0,40.00161,-105.38752,11.4,G
Voodoo Child,The Wall of Voodoo > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/108417625/voodoo-child,2.5,Sport,5.12a/b,1.0,,40.00161,-105.38752,12.15,G
Social Justice Warrior (new name),The Wall of Voodoo > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105756952/social-justice-warrior-new-name,3.1,Sport,5.12b,1.0,50.0,40.00161,-105.38752,12.2,G
Hydraulic Sandwich,The Angel of Death (formerly known as The Beer Can) > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105761469/hydraulic-sandwich,2.3,Sport,5.10b,1.0,105.0,39.9973,-105.4175,10.2,G
The Angel of Death (formerly listed as Drink to Puke),The Angel of Death (formerly known as The Beer Can) > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105761472/the-angel-of-death-formerly-listed-as-drink-to-puke,2.4,Sport,5.10b,1.0,105.0,39.9973,-105.4175,10.2,G
Icy Paralyzer,The Angel of Death (formerly known as The Beer Can) > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105761475/icy-paralyzer,2.2,Sport,5.11a,1.0,105.0,39.9973,-105.4175,11.1,G
Tall Talking Midget,Lion's Den > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105759234/tall-talking-midget,1.3,Sport,5.12a,1.0,40.0,40.0032,-105.40961,12.1,G
Dexter,Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106565030/dexter,1.0,Sport,5.3,1.0,65.0,40.0025,-105.3974,3.0,G
Nurse Jackie,Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106565026/nurse-jackie,1.5,Sport,5.5,1.0,65.0,40.0025,-105.3974,5.0,G
Friends,Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106564960/friends,2.1,Sport,5.8,2.0,100.0,40.0025,-105.3974,8.0,G
Reunion,Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106564976/reunion,2.1,Sport,5.8,1.0,75.0,40.0025,-105.3974,8.0,G
Rain Check,Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106564938/rain-check,2.5,Sport,5.8+,1.0,90.0,40.0025,-105.3974,8.35,G
Loyalty,Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106571828/loyalty,2.4,Sport,5.9-,1.0,90.0,40.0025,-105.3974,9.15,G
Summer Nights,Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106564985/summer-nights,2.0,Sport,5.9-,1.0,70.0,40.0025,-105.3974,9.15,G
Crack Where the Sun Don't Shine (retrobolted as Rain Check),Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105758128/crack-where-the-sun-dont-shine-retrobolted-as-rain-check,2.0,Sport,5.9- PG13,1.0,160.0,40.0025,-105.3974,9.15,PG13
Lichenthrope aka Good Clean Fun,Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105758125/lichenthrope-aka-good-clean-fun,2.0,Sport,5.9 R,1.0,100.0,40.0025,-105.3974,9.0,R
Firestarter,Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106571850/firestarter,2.1,Sport,5.10a,1.0,90.0,40.0025,-105.3974,10.1,G
Spooked,Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106571875/spooked,2.4,Sport,5.10a,1.0,90.0,40.0025,-105.3974,10.1,G
Fire and Rain,Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106571860/fire-and-rain,2.1,Sport,5.10b,1.0,90.0,40.0025,-105.3974,10.2,G
Erika,Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106564995/erika,2.1,Sport,5.10b,1.0,70.0,40.0025,-105.3974,10.2,G
Smallville,Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106565008/smallville,2.0,Sport,5.10b,1.0,70.0,40.0025,-105.3974,10.2,G
Thunderhead,Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106565001/thunderhead,2.3,Sport,5.10,1.0,70.0,40.0025,-105.3974,10.0,G
"Rain Delay (Whodathunkit, led prior to the bolts)",Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106571843/rain-delay-whodathunkit-led-prior-to-the-bolts,2.7,Sport,5.10c,1.0,90.0,40.0025,-105.3974,10.3,G
Quick Silver,Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106564989/quick-silver,2.4,Sport,5.10c,1.0,70.0,40.0025,-105.3974,10.3,G
Lightning Strike,Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106564948/lightning-strike,2.4,Sport,5.11a/b,1.0,50.0,40.0025,-105.3974,11.15,G
Full Respect,Across from The Bihedral aka Cascade Crag > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106571834/full-respect,2.3,Sport,5.11d,1.0,90.0,40.0025,-105.3974,11.4,G
The Ancient of Days,Mountain Rose > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/107678593/the-ancient-of-days,2.8,Sport,5.8,1.0,80.0,39.9788,-105.453,8.0,G
Better You Than Me / Around the Corner,Mountain Rose > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/107681459/better-you-than-me-around-the-corner,1.4,Sport,5.8,1.0,,39.9788,-105.453,8.0,G
Coming Up Roses,Mountain Rose > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/112001348/coming-up-roses,1.5,Sport,5.9-,1.0,70.0,39.9788,-105.453,9.15,G
Heat Wave,Mountain Rose > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/109210926/heat-wave,1.8,Sport,5.10a,1.0,60.0,39.9788,-105.453,10.1,G
Wyoming Prairie Dogs,Mountain Rose > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/109180206/wyoming-prairie-dogs,2.0,Sport,5.10a,1.0,60.0,39.9788,-105.453,10.1,G
Dirty Rose,Mountain Rose > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/114787913/dirty-rose,1.8,Sport,5.10b,1.0,60.0,39.9788,-105.453,10.2,G
Axed,Mountain Rose > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/112776688/axed,2.2,Sport,5.10b,1.0,60.0,39.9788,-105.453,10.2,G
Grizzly Rose,Mountain Rose > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/109316087/grizzly-rose,2.3,Sport,5.10c,1.0,50.0,39.9788,-105.453,10.3,G
Short Sport Route,Mountain Rose > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/109210911/short-sport-route,1.2,Sport,5.11a,1.0,30.0,39.9788,-105.453,11.1,G
Big Tuna,Mountain Rose > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/107681602/big-tuna,2.3,Sport,5.11a,1.0,,39.9788,-105.453,11.1,G
Steel Pulse,Mountain Rose > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/110337666/steel-pulse,2.4,Sport,5.11c,1.0,60.0,39.9788,-105.453,11.3,G
Yellow Tail,Mountain Rose > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106135320/yellow-tail,1.7,Sport,5.11+,1.0,50.0,39.9788,-105.453,11.35,G
Mind Yer Business,Mountain Rose > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/122410270/mind-yer-business,2.0,Sport,5.11d,1.0,50.0,39.9788,-105.453,11.4,G
Golden Rose,Mountain Rose > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105762747/golden-rose,2.5,Sport,5.12a,1.0,60.0,39.9788,-105.453,12.1,G
Sick Puppy,Mountain Rose > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/110332073/sick-puppy,2.7,Sport,5.12b,1.0,50.0,39.9788,-105.453,12.2,G
Ground Swell,Mindless Cliff > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105759927/ground-swell,1.3,"Trad, Sport",5.10,1.0,80.0,40.0024,-105.4102,10.0,G
Aqua Regia,Mindless Cliff > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106154984/aqua-regia,1.6,Sport,5.11a,1.0,,40.0024,-105.4102,11.1,G
South Beach,Broken Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105765117/south-beach,1.9,"Trad, Sport",5.10b,1.0,70.0,39.9792,-105.4542,10.2,G
Muad'Dib,Broken Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105817156/muaddib,1.8,Sport,5.10,1.0,50.0,39.9792,-105.4542,10.0,G
White Trash,Broken Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105841176/white-trash,1.4,"Trad, Sport",5.11b,1.0,65.0,39.9792,-105.4542,11.2,G
Fit for Life,Broken Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105765045/fit-for-life,2.3,Sport,5.12b,1.0,70.0,39.9792,-105.4542,12.2,G
Blind Date,One Shoe Makes It Murder > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760377/blind-date,,"Trad, Sport",5.11a,1.0,80.0,40.0024,-105.4102,11.1,G
Russian Bride,One Shoe Makes It Murder > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760401/russian-bride,2.3,Sport,5.11d,1.0,60.0,40.0024,-105.4102,11.4,G
Kate Moss,Black Widow Slab > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760950/kate-moss,3.1,Sport,5.10b,1.0,125.0,39.9966,-105.4147,10.2,G
Gyromancy,Black Widow Slab > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760854/gyromancy,2.7,Sport,5.11a,1.0,60.0,39.9966,-105.4147,11.1,G
Smoke Down,Black Widow Slab > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105839969/smoke-down,2.0,Sport,5.11a,1.0,40.0,39.9966,-105.4147,11.1,G
Consilience,Black Widow Slab > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760851/consilience,3.5,Sport,5.11b/c,1.0,110.0,39.9966,-105.4147,11.25,G
F**k You,Black Widow Slab > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764175/fk-you,2.6,Sport,5.11c,1.0,90.0,39.9966,-105.4147,11.3,G
Bands of Gold,Black Widow Slab > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764172/bands-of-gold,1.8,Sport,5.11d,1.0,100.0,39.9966,-105.4147,11.4,G
Dracula,Black Widow Slab > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105832470/dracula,3.1,Sport,5.12b,1.0,80.0,39.9966,-105.4147,12.2,G
Pipe Dreams,Black Widow Slab > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764169/pipe-dreams,2.5,Sport,5.12b,1.0,90.0,39.9966,-105.4147,12.2,G
Caught in the Web,Black Widow Slab > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760548/caught-in-the-web,1.6,Sport,5.12c,1.0,60.0,39.9966,-105.4147,12.3,G
Resonator,Black Widow Slab > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105989981/resonator,2.2,Sport,5.13a,1.0,45.0,39.9966,-105.4147,13.1,G
Count Chocula,Black Widow Slab > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/121055454/count-chocula,2.7,Sport,5.13a,1.0,,39.9966,-105.4147,13.1,G
Franken Berry,Black Widow Slab > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/121778610/franken-berry,3.0,Sport,5.13c,1.0,70.0,39.9966,-105.4147,13.3,G
Mordred,Black Widow Slab > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106945277/mordred,3.4,Sport,5.13d,1.0,100.0,39.9966,-105.4147,13.4,G
Into the Mystic,Ledge One > Sleeping Beauty > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105761244/into-the-mystic,1.4,Sport,5.10a,1.0,100.0,39.99646,-105.41665,10.1,G
Mystical Melange,Ledge One > Sleeping Beauty > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105761388/mystical-melange,2.9,Sport,5.10c,3.0,280.0,39.99646,-105.41665,10.3,G
Jungle of Stone,South Pillar > Sleeping Beauty > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105760908/jungle-of-stone,1.9,"Trad, Sport",5.9,1.0,115.0,39.99607,-105.41633,9.0,G
Black Rain,South Pillar > Sleeping Beauty > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105761034/black-rain,2.5,Sport,5.10-,1.0,115.0,39.99607,-105.41633,10.15,G
Prince Charmer,Main Wall > Sleeping Beauty > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105762174/prince-charmer,0.9,"Trad, Sport",5.9+,1.0,100.0,39.99654,-105.41685,9.35,G
